Name,X,Y,Angle,Value,Package
C7,202.95,-0.89,0.00,0.1uF,0402
J1,67.82,-4.37,0.00,2X4PIN-GPIO-FTS-104-02,SAMTEC_FTS-104-X-X-DV-X
J2,211.20,0.00,180.00,2X2PIN-GPIO-BOARDEDGE,LPPB022CFFN-BOARDEDGE
JP1,86.98,-4.56,45.00,SOICBITE,SOICBITE
LED2,206.89,0.00,90.00,LED_ADDRESSABLE-FZ2812-1204,FZ2812-1204
S2,76.20,0.00,0.00,"5x5x4.3mm SMD",6X6X4.3_SMD
