Name,X,Y,Angle,Value,Package
J1,67.82,-3.05,0.00,2X4PIN-GPIO-LANDINGPADS,2X2PIN_HEADER_LANDING
J2,16.75,-0.05,0.00,BATTERY_CONTACT_SINGLE,BH-129A-5
J3,51.55,0.05,180.00,BATTERY_CONTACT_SINGLE,BH-129A-5
J4,4.03,0.00,270.00,USB2_C_RECEPTACLE-12402012E212A,12402012E212A
