Qty,Value,Device,Package,Parts,Description,PART_NUMBER
1,2X2PIN-GPIO-BOARDEDGE2.0,2X2PIN-GPIO-BOARDEDGE2.0,2314820-4-BOARDEDGE,J1,,119-0079-00
